"id","scan_time","pages","count_broken_link","mobile","count_images","count_alt_image","hl1","hl2","hl3","count_flash","count_script","count_frame","count_iframe","count_in_linked","count_out_linked","google","SNSuse","server"
"7563","107.42180967330933","352","2","1","671","387","215","393","102","0","2554","0","2","1330","37","351","0","nginx"
"7564","0.9061667919158936","4","1","0","21","0","0","0","0","0","19","0","1","5","12","14","0","nginx"
"7567","224.4382107257843","30","2","1","184","7","1","1","1","0","99","0","0","30","68","241","0","Microsoft-IIS/7.5"
"7568","20.85363221168518","62","1","0","821","390","60","55","0","0","204","0","2","62","6","105","1","Microsoft-IIS/10.0"
"7569","82.6876699924469","336","57","0","6718","248","232","0","0","0","2507","4","233","322","350","370","1","nginx"
"7570","21.80257749557495","105","55","1","983","93","96","0","14","0","1370","0","5","105","287","3240","1","nginx"
"7571","24.326186656951904","74","0","1","571","207","47","46","89","0","513","0","0","75","65","9","0","Apache/2.4.41 (Unix) OpenSSL/1.0.2k-fips"
"7572","31.78485369682312","85","0","0","994","581","51","214","102","0","231","1","0","85","43","164","1",""
"7574","187.54809761047363","580","116","0","9294","5314","601","268","1146","0","3650","0","1","759","292","5","0","nginx"
"7576","92.09730052947998","516","0","0","10688","5649","557","1716","297","0","4817","0","0","0","2742","8","0","Apache"
"7578","42.81109142303467","203","2","0","508","273","212","594","12","0","2128","0","4","305","5","71","0","Microsoft-IIS/5.0"
"7580","338.55199813842773","796","117","1","12562","6049","0","1428","2031","0","7572","0","3","1776","743","151","1","nginx"
"7582","291.57988691329956","559","2","1","13508","5513","549","0","2","0","10486","0","548","777","18","135","1","nginx"
"7583","60.46762180328369","226","0","0","4652","4469","163","562","24","0","2033","0","8","120","145","87","0","Apache"
"7587","37572.947749853134","43311","778","0","1028367","853272","42509","86029","296938","0","634453","0","30","104696","104431","96","1","nginx"
"7590","9.659379482269287","38","11","1","388","348","0","0","0","29","511","0","26","43","2","155","0","Apache/2.2.8 (CentOS)"
"7591","496.973735332489","831","73","0","22441","8404","717","3528","156","0","10514","0","2","937","1008","161","1","nginx"
"7594","134.43417501449585","69","0","1","483","72","52","153","18","0","1998","0","1","8","90","155","1","Apache/2.2.15 (CentOS)"
"7595","12.486319303512573","57","0","1","263","263","52","56","54","0","199","0","1","1","63","0","1","nginx/1.19.0"
"7598","76.89237093925476","314","2","0","1209","424","232","285","163","0","4239","0","5","759","20","132","0","nginx"
"7599","13.445173025131226","40","0","1","189","0","39","39","0","0","552","0","9","40","16","104","0","nginx"
"7600","9.349198579788208","24","0","0","263","240","0","0","0","0","69","0","1","23","6","49","0","Microsoft-IIS/10.0"
"7603","2.6865618228912354","5","0","0","2","0","0","0","0","0","16","0","0","5","1","559","0","cloudflare"
"7605","4.880040168762207","33","0","0","194","2","0","0","0","0","4","12","0","33","14","28","0","Apache"
"7606","2660.7667031288147","5464","0","1","45417","0","7","11660","0","0","114229","0","0","7842","1","132","0","Apache"
"7608","10436.721673488617","11986","191","0","176465","68462","41","5846","11796","0","206085","0","1100","25024","9800","811","1","nginx"
"7609","9777.791992664337","1800","0","1","22256","5966","2375","5347","1893","0","34895","0","603","4204","36","838","1","Apache"
"7610","7.389008522033691","36","0","1","43","15","18","0","0","0","36","0","1","36","135","55","1","Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 PHP/5.2.14"
"7612","140.21504163742065","70","9","1","630","105","65","68","19","0","584","0","0","71","15","6580","1","Apache/2.2.15 (CentOS)"
"7613","6525.026591539383","1958","7","1","23991","19116","1208","10513","10220","0","51844","0","89","1993","488","114000","1","Apache"
"7614","167.3642508983612","223","0","1","2676","56","27","175","0","0","1864","0","0","137","438","9","1","Apache/2.2.12 (Unix) mod_ssl/2.2.12 OpenSSL/0.9.8e-fips-rhel5"
"7618","69.3495786190033","129","0","0","1231","1211","481","21","5","0","1200","0","2","523","28","6","0","Apache"
"7619","118.63355374336243","505","0","1","1313","349","297","662","516","0","2457","0","98","889","14","127","1","WWW Server/1.1"
"7620","9.251860618591309","21","2","1","76","19","17","25","0","0","252","0","0","21","6","233","0","nginx"
"7621","45.98594832420349","130","0","0","1554","0","0","0","0","0","1690","0","99","178","5","130","0","nginx"
"7622","143.2544014453888","338","1","1","6267","112","997","1664","86","0","2670","0","188","442","40","112","0","Apache"
"7623","11.272856950759888","44","18","0","279","0","0","0","0","28","80","0","9","53","7","38","0","Apache"
"7626","35.91203284263611","83","0","0","1757","219","5","5","5","165","741","0","14","109","10","62","0",""
"7627","69.60474944114685","250","2","1","351","254","203","4","97","0","2123","0","1","317","20","1590","1","nginx"
"7629","140.54921555519104","296","41","1","2646","2032","17","144","199","0","1741","0","3","312","127","31","0","nginx"
"7632","71.29778265953064","178","16","0","4758","383","39","78","85","182","759","0","0","303","7","355","0","Microsoft-IIS/6.0"
"7634","6.862290143966675","8","0","1","5","0","16","0","6","0","105","0","0","8","11","9","0","Apache"
"7636","395.6873993873596","696","0","0","20899","1","0","0","0","0","6171","100","345","2090","13","9","0","Apache/2.2.3 (CentOS)"
"7637","92.24854707717896","284","3","1","2747","0","1","4","1","0","2691","0","6","432","251","47","0","Apache"
"7639","279.8268804550171","67","2","1","611","556","36","14","16","0","324","0","1","174","235","8570000","1","nginx"
"7640","4046.9794850349426","1662","93","1","6378","741","359","501","959","0","8821","0","631","1695","141","1710","1",\N
"7642","272.52897596359253","294","19","1","4250","0","274","0","0","0","2538","0","0","1058","425","966","0","Microsoft-IIS/10.0"
"7643","74.42185354232788","316","2","1","1607","0","191","0","0","0","1340","0","7","372","115","505","1","Microsoft-IIS/5.0"
"7644","365.9167203903198","569","117","0","11811","3846","0","148","525","0","4364","0","0","1381","711","0","1","nginx"
"7646","1090.2627816200256","1350","18","0","49493","38299","0","1141","11","0","14679","0","0","2343","398","1400","1","nginx"
"7648","232.07466650009155","19","0","1","152","43","38","28","8","0","269","0","0","62","1","67100","0","nginx"
"7651","2157.1612544059753","2044","173","1","43616","35003","4765","7924","4368","0","43562","0","1491","2511","196","1","1","Apache"
"7654","91.41215205192566","127","0","1","2330","551","122","117","27","0","2225","0","100","396","13","378","0",""
"7656","271.9939818382263","205","91","1","1282","342","0","0","0","0","5610","0","57","444","59","4060","1","nginx"
"7659","163.59347295761108","748","1","0","24467","11","0","0","0","1","1829","4","6","755","19","733","0","Apache"
"7662","42.91732454299927","59","2","1","209","0","48","43","186","0","474","0","86","58","106","11100","1","Varnish"
"7663","155.71954894065857","166","0","1","2239","152","2","0","0","0","1642","0","152","166","160","804","1","Apache/2.2.20 (Unix) mod_ssl/2.2.20 OpenSSL/1.0.1e-fips DAV/2 PHP/5.3.6"
"7664","486.3430132865906","441","5","1","14058","3742","99","1483","1","0","12930","0","497","3116","80","5960","1","httpv2"
"7666","528.5694072246552","871","254","0","16606","9120","444","1215","2576","0","11531","0","3","1465","444","146","1","nginx"
"7669","11325.939230680466","788","13","0","4777","3038","181","701","1828","0","7996","0","657","763","309","973","1",""
"7674","33.21126961708069","15","1","1","254","36","3","17","29","0","807","0","14","16","141","6000","0","Apache"
"7675","61.39909315109253","115","0","1","1272","1089","109","2","0","0","1870","0","1","271","16","58","0","Apache"
"7676","43.6680850982666","251","0","0","450","0","0","0","0","0","11","0","0","251","29","308","0","Apache"
"7677","1110.3085491657257","1658","108","1","27971","17435","1","1091","3852","0","22584","0","114","2309","52","87","1","nginx"
"7681","81.31928610801697","263","0","1","1048","80","132","129","6","0","793","0","6","279","87","218","0","Apache/2.4.43 (Unix) OpenSSL/1.0.2k-fips"
"7682","121.5179181098938","276","2","0","6919","6308","267","262","1335","0","1644","0","267","349","65","182","0","Nginx/3.0"
"7683","221.7279829978943","47","0","1","464","0","0","21","0","0","1726","0","19","42","32","46","0","nginx/1.12.1"
"7684","27.65517783164978","24","2","1","98","43","18","0","114","0","181","0","2","43","17","70","0","Apache"
"7685","377.90479350090027","574","46","0","9127","4594","372","2218","389","0","6507","0","0","586","229","144","1","nginx"
"7686","43.69306302070618","110","0","0","4247","871","0","2","0","0","1510","5","0","129","2","140","0","Microsoft-IIS/10.0"
"7688","110.10166811943054","293","2","1","573","509","366","798","0","0","3109","0","35","587","5","80","0","Microsoft-IIS/5.0"
"7689","459.5178737640381","433","1","0","20463","86","642","381","0","2","4767","0","14","528","520","781","1","Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/5.4.16"
"7690","192.422354221344","276","14","1","2725","262","24","280","0","0","2838","0","1","298","30","69","1","nginx"
"7693","135.27643632888794","81","0","0","10206","4293","162","81","486","0","4293","0","324","84","23","7940","1","Varnish"
"7695","17.82133460044861","25","2","1","136","12","29","65","22","0","814","0","3","25","7","689","0","nginx"
"7696","22.339511394500732","16","0","1","54","0","74","30","0","0","144","0","1","17","3","274","0","nginx"
"7697","2073.680720806122","1805","84","0","69225","33702","15","796","2534","0","11717","0","1851","2841","174","0","1","nginx"
"7699","19.041788816452026","17","1","1","22","0","15","3","0","0","47","0","1","17","5","207","0","WWW Server/1.1"
"7700","1561.881869316101","1632","356","0","39803","19770","1020","5405","2316","0","23107","0","328","4453","115","9","1","nginx"
"7701","80.26221370697021","223","0","1","1615","354","231","96","374","0","2229","0","2","509","9","253","1","Apache"
"7703","118.59958744049072","232","84","1","978","130","0","0","9","0","240","0","4","420","26","45200","0","Apache/2.4.6 (CentOS) mpm-itk/2.4.7-04 PHP/7.3.27 OpenSSL/1.0.2k-fips"
"7704","26.53471541404724","65","0","0","1560","1336","35","103","23","0","681","0","0","83","46","6","1","Apache"
"7706","13563.711852312088","997","3","1","2203","1082","226","694","462","0","58015","0","1","1282","258","23800","1",\N
"7707","43.92385697364807","55","0","1","428","50","64","68","41","0","1406","0","32","87","10","171","0","Apache"
"7708","3.4618380069732666","7","0","0","1","1","3","5","1","0","13","1","0","21","4","0","0",""
"7709","4.288108825683594","22","17","1","11","10","0","1","1","0","59","0","0","21","9","0","0","Microsoft-IIS/10.0"
"7710","2.495213747024536","4","1","0","18","2","0","0","0","0","29","0","6","4","5","0","0","Amazon"
"7712","1340.5282771587372","1080","221","0","37345","19858","99","1394","1153","0","8879","0","0","4703","759","28400","1","nginx"
"7716","393.6605489253998","494","4","1","5669","1852","6","102","251","0","11075","0","480","1470","140","723","0","httpv16.0"
"7717","293.77535367012024","411","2","1","4017","409","409","417","427","0","5252","0","3","412","1","198","0","nginx"
"7718","43.99316620826721","17","0","1","44","43","1","0","0","0","85","0","0","38","35","83","0","nginx"
"7719","861.6280007362366","496","3","1","4788","1800","378","27","347","0","13177","0","31","7","1738","158","1","nginx"
"7720","436.5899920463562","414","28","1","3377","2358","272","425","442","0","4569","0","1","443","83","116","1","nginx"
"7721","1709.7883713245392","1455","87","1","42780","16440","1","833","3152","0","14103","0","14","2131","294","8","1","nginx"
"7722","142.07125234603882","295","25","1","1989","42","185","48","33","0","7483","2","19","188","217","173","1","nginx"
"7723","89.65041184425354","281","0","1","2117","0","210","0","735","0","1059","0","0","28","418","902","1","Apache/2.4.43 (Unix) OpenSSL/1.0.2k-fips"
"7729","882.715779542923","1158","54","1","27234","6717","24","3297","4699","0","16616","0","30","1477","31","141","0","nginx"
"7731","11.352959871292114","29","2","0","208","34","0","0","0","48","276","2","6","29","31","8","0","Apache/2.2.22 (Unix) mod_ssl/2.2.22 OpenSSL/1.0.0-fips PHP/5.2.17"
"7733","641.9157614707947","760","110","1","44073","6641","18","284","501","0","6043","0","0","3075","162","46","0","nginx"
"7735","173.96885657310486","286","35","1","3578","1885","255","1","0","0","2878","0","2","1975","37","3450","1","Apache/2.2.15 (CentOS) DAV/2 PHP/5.3.3"
"7737","27.955583333969116","21","1","1","107","39","16","10","85","0","138","0","3","24","15","24","0","Apache"
"7738","233.20754289627075","856","0","0","15229","12806","686","1367","664","0","2841","0","684","1175","602","737","0","Apache"
"7739","466.4787542819977","1112","11","0","31997","65","0","0","0","630","3839","0","18","784","712","110","0","Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/5.2.17"
"7740","31.333731412887573","30","0","1","68","0","60","0","48","0","435","0","0","31","50","9","1","Apache"
"7741","30.881412267684937","35","0","0","529","254","42","55","32","0","280","0","0","35","3","244","1","Apache"
"7742","17.748935222625732","39","0","0","608","537","39","36","36","0","90","0","0","39","13","28","0","nginx"
"7744","76.18644547462463","115","4","1","122","50","39","105","80","0","921","0","2","9","308","0","0","nginx"
"7745","12.621297836303711","43","0","1","259","113","42","74","37","0","383","0","0","45","4","76","0","Apache"
"7746","17.777019262313843","58","7","1","70","42","7","26","17","0","229","0","1","193","21","642","1","nginx"
"7747","134.1028060913086","101","0","1","679","261","0","48","9","0","5784","0","106","103","75","1100","1","nginx"
"7748","323.4886977672577","420","5","1","3018","2235","234","516","611","0","13635","0","0","452","108","78","1","apache"
"7749","5.87671971321106","9","0","1","83","0","0","0","0","0","360","0","1","9","4","85","0","nginx"
"7750","364.3490641117096","1044","33","0","22554","0","0","0","0","1290","3083","0","0","1198","11","140","0","apache"
"7752","359.6613039970398","474","8","0","19827","0","0","0","0","0","2250","1","17","474","182","196","1","nginx"
"7753","21.631819009780884","9","1","1","55","15","19","0","16","0","419","0","22","9","64","26600","0","Apache"
"7757","591.583550453186","184","6","1","411","225","135","11","31","0","2562","0","33","288","419","166","1","nginx"
"7760","53.87792110443115","146","21","0","756","2","0","0","0","0","549","4","0","170","32","36","1","nginx"
"7761","109.85087943077087","228","73","1","3919","1472","2","762","93","0","1108","0","0","229","121","6","1","nginx"
"7764","9.842153072357178","23","0","1","66","46","19","17","23","0","155","0","6","14","75","0","0","Apache/2.4.6"
"7765","136.89081978797913","336","10","1","2898","2033","0","104","7","0","1696","0","1","355","493","0","1","nginx"
"7766","170.56234192848206","276","2","0","2673","734","167","464","184","0","5368","0","0","303","206","795","1","Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/5.2.17"
"7767","69.7450590133667","277","113","1","1409","1121","166","246","8","0","1139","0","0","385","232","75","1","Apache"
"7768","652.9857745170593","425","2","1","12053","7706","214","273","2209","0","16402","0","226","732","206","39","1","Apache"
"7769","11.00349760055542","37","0","0","235","0","0","0","0","70","217","0","14","38","6","42","0","nginx"
"7771","4.195459604263306","7","1","1","24","6","0","0","0","0","24","0","0","7","0","29","0","Apache"
"7773","71.41055750846863","192","3","1","468","0","498","1134","0","0","3297","0","1","198","18","294","1","Apache"
"7774","11897.368306159973","13135","139","0","502205","243761","12300","24522","6220","0","122073","0","0","35194","15456","0","0","nginx"
"7776","72.82701277732849","22","1","0","440","332","20","0","18","0","179","0","0","25","65","1730","0","Apache"
"7778","1611.492110967636","1200","103","1","54280","46133","974","1561","5648","0","8959","0","2","1775","341","8","1","nginx"
"7779","1502.1878640651703","1123","216","1","33069","28461","0","935","4033","0","24624","0","2123","1632","1724","580","1","Apache"
"7781","21.05697226524353","41","0","1","1239","750","0","0","0","0","346","0","2","41","37","66","0","Apache"
"7782","126.94044017791748","210","1","1","3175","499","413","0","91","0","2582","0","2","279","51","133","1","Microsoft-IIS/5.0"
"7785","89.1800262928009","100","12","1","209","153","25","24","88","0","646","0","4","50","230","9","1","nginx"
"7787","26.05208969116211","62","1","1","32","1","31","0","33","4","243","0","0","6","150","0","1","nginx"
"7788","68.98924803733826","191","0","0","738","17","131","277","0","0","1343","0","1","229","24","66","1","nginx"
"7789","553.5617346763611","911","0","0","8853","2","871","656","678","0","5012","0","88","1822","100","140","1","nginx"
"7790","11.118377923965454","25","1","1","91","45","8","8","39","0","731","0","1","25","10","23","0","nginx"
"7791","969.7684886455536","1046","318","0","25844","17216","1004","596","1904","0","16407","0","91","3884","59","7880","1","nginx"
"7792","28.14171600341797","8","4","1","42","8","12","0","4","0","276","0","4","7","82","0","0","Apache/2.4.41 (Ubuntu)"
"7793","33.00108456611633","93","6","1","403","2","83","530","0","0","476","0","1","100","17","38","0","Microsoft-IIS/5.0"
"7794","297.2490785121918","446","47","0","3995","3284","395","963","389","0","4511","0","16","469","31","104","0","nginx"
"7796","245.972980260849","213","3","1","4706","364","46","0","0","0","2528","0","160","433","42","58","1","nginx"
"7798","3.2148184776306152","14","5","0","56","0","0","9","13","0","139","0","1","15","2","33","0","nginx"
"7799","82.27389216423035","202","0","0","5596","180","192","0","0","0","2558","0","180","516","17","589","1","Microsoft-IIS/5.0"
"7800","44.5384635925293","69","0","1","667","247","231","50","263","0","1565","0","62","185","6","18","1","nginx"
"7801","4.749214172363281","10","0","0","108","7","0","0","0","0","30","4","0","11","3","4830","0","Apache/2.4.38 (Unix) OpenSSL/1.0.1e-fips PHP/5.2.17"
"7803","37.85623788833618","75","0","1","221","27","75","192","251","0","1282","0","16","108","10","66","0","Apache/2.2.15 (CentOS)"
"7807","253.562579870224","468","1","1","7526","3784","864","858","120","0","5500","0","0","1352","31","211","1","nginx"
"7808","349.71396017074585","86","2","1","1210","1200","432","453","328","0","2651","0","0","313","155","1170","1","Squarespace"
"7809","4.92357325553894","14","0","1","76","1","3","12","6","1","35","0","3","11","12","76","0","Apache"
"7810","112.76866245269775","147","1","1","226","129","79","20","107","0","1479","0","3","41","315","0","0","nginx"
"7814","32.994531869888306","38","0","0","845","267","38","79","35","0","424","0","28","120","12","1450","1","Apache"
"7815","54.58444619178772","103","0","0","2848","0","0","0","0","105","1574","0","103","156","4","308","0","nginx"
"7816","64.2769091129303","207","0","1","1639","900","171","440","31","0","867","0","2","255","51","502","1","Microsoft-IIS/7.0"
"7817","118.33920407295227","134","4","1","1896","250","88","503","120","0","1795","0","0","134","64","778","0",\N
"7819","3222.3307206630707","5635","2436","0","111592","86442","5506","5328","37066","0","49604","0","74","8038","742","0","0","nginx"
"7823","480.068395614624","382","18","0","12312","2529","20","313","693","0","10855","0","346","268","187","442","1","Apache/2.4.28 (Unix) OpenSSL/1.0.2k-fips"
"7824","10.982604026794434","19","5","1","124","0","2","11","0","0","72","0","0","51","8","58","0","nginx"
"7825","62.755072832107544","103","0","0","5890","161","0","403","588","0","1225","0","99","150","27","967","0","Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/1.0.1e-fips PHP/5.2.17"
"7831","5698.445990085602","5969","40","1","187521","93356","4257","11922","43731","0","66230","0","0","21738","14","3070","1","nginx"
"7832","3.7611682415008545","17","1","0","75","0","0","0","0","0","13","0","0","17","3","60","0","Apache"
"7833","3649.978522539139","1396","97","1","22392","6580","1158","139","1451","0","29353","0","619","5601","724","0","1","Apache/2.4.34 (Unix) OpenSSL/1.0.2k-fips PHP/5.6.37"
"7834","34.024396896362305","100","0","1","1697","1021","0","0","0","0","606","0","7","163","32","18","0",\N
"7836","1796.9194567203522","67","0","0","23","3","2","1","3","0","17","0","0","78","9","2890","1","Apache"
"7837","75.56020474433899","82","0","1","220","111","262","53","177","0","468","0","56","163","86","92","1","Apache"
"7838","321.3469216823578","366","3","0","5384","2080","283","332","1280","0","8331","0","311","1592","46","723","1","httpv16.0"
"7839","388.9346308708191","582","157","0","19407","16264","800","2192","1550","0","4838","0","53","2109","577","63","0","nginx"
"7840","798.8604388237","661","0","0","80723","454","0","0","0","104","1677","0","0","5298","143","0","0","Apache/2.2.11 (Unix) mod_ssl/2.2.11 OpenSSL/0.9.8e-fips-rhel5 DAV/2 PHP/4.4.9"
"7841","154.84095239639282","79","0","1","807","248","73","237","228","0","482","0","1","154","34","3480","0","Apache"
"7843","123.5713939666748","251","0","0","3337","2948","282","385","253","0","2837","0","0","4748","83","399","1","nginx"
"7844","919.1807894706726","1425","311","0","9149","4503","4389","2960","1178","0","19546","0","886","2946","982","3490","1","nginx"
"7845","53.296260356903076","147","12","1","452","304","134","244","53","0","1579","0","0","120","28","8","0","Apache"
"7847","14.841171503067017","45","0","0","606","27","0","0","0","18","104","0","10","45","14","22","0","Microsoft-IIS/5.0"
"7848","47.42864942550659","231","95","1","1491","126","70","5","1092","0","842","0","4","330","4","541","0","Apache"
"7849","73.60338497161865","74","2","1","606","606","0","62","202","0","1222","0","62","44","46","50","0","Apache"
"7850","547.3277456760406","628","35","1","17477","12596","1","378","635","0","6779","0","5","849","24","1170","1","nginx"
"7851","3668.880598783493","1204","8","1","7503","5707","651","1342","3756","0","62001","0","772","2669","1631","13300","1","cloudflare"
"7852","2.486159086227417","11","2","0","30","0","5","0","0","8","20","4","3","9","10","26","0","Apache"
"7855","72.35558891296387","130","0","0","7059","44","0","0","0","127","1192","0","128","131","187","191","0","Hanbiro Server Centre(Powered by NetBSD)"
"7857","4.751980304718018","19","3","0","88","0","0","0","0","0","60","1","5","19","2","0","0","nginx"
"7858","323.7282826900482","584","0","0","14830","1","0","0","0","0","6034","0","50","2136","8","3080","0","Apache/2.2.3 (CentOS)"
"7861","152.593896150589","99","6","1","501","338","2","90","0","0","4856","0","48","96","88","309","1","nginx"
"7862","64.91714310646057","143","0","1","251","24","30","112","41","0","839","0","18","2","618","26","0","Apache"
"7863","299.872652053833","219","2","0","28199","1315","0","0","0","432","3269","0","0","252","124","891","0","Microsoft-IIS/7.5"
"7864","577.0286345481873","1103","242","0","25167","22507","808","1902","1527","0","6785","0","0","1968","5577","60","1","nginx"
"7865","18.480684757232666","9","0","1","6","5","2","0","5","0","432","0","5","9","134","92","0","nginx"
"7866","593.4275102615356","291","11","0","7049","6714","386","301","0","0","2144","0","16","880","205","4180","1","Apache/2.4.9 (Unix) PHP/5.6.10"
"7867","14.720193147659302","30","0","1","122","30","83","15","0","0","709","0","29","85","10","97","0","nginx"
"7869","33.69195747375488","101","1","0","1501","285","20","0","0","0","341","0","7","103","35","2420","1","Microsoft-IIS/7.5"
"7870","391.53067660331726","278","8","1","7621","1657","197","255","402","0","10286","0","192","351","958","518","1","Apache"
"7871","894.2394862174988","672","14","1","22887","1636","5","101","551","0","36173","0","967","1317","470","0","1","nginx"
"7872","518.0970590114594","363","99","1","1044","446","676","2313","532","0","13215","0","106","3","465","0","1","Apache/2.4.28 (Unix) OpenSSL/1.0.2k-fips"
"7873","8655.878717899323","11304","32","0","555862","202170","19050","19066","9546","0","104441","0","0","20980","19914","109","0","nginx"
"7874","70.56368732452393","205","0","0","4365","196","0","0","0","203","1826","4","194","305","840","108","0","nginx"
"7875","200.0162332057953","404","78","0","8380","205","0","0","3","0","2121","2","39","434","23","423","0","Apache/2.4.38 (Unix) OpenSSL/1.0.1e-fips PHP/5.2.17"
"7877","520.5799853801727","428","27","1","10118","1454","672","166","8","0","16894","0","312","1190","22","399","1","Microsoft-IIS/8.0"
"7878","508.81694650650024","877","168","1","28492","8793","868","351","1044","3","6254","0","72","1260","658","47","1","nginx"
"7879","2.795027017593384","7","0","0","1","1","3","5","1","0","13","1","0","21","4","0","0",""
"7880","100.88806986808777","408","41","1","1488","486","362","0","356","4","3394","0","0","205","213","167","0","nginx"
"7881","78.07399845123291","226","0","0","6807","2626","16","59","0","0","1661","0","151","285","27","177","1","nginx"
"7882","719.9817960262299","383","13","1","3492","3243","172","40","1669","0","6189","0","4","2042","31","1900","1","Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.32"
"7884","997.4800236225128","263","8","0","21367","1190","0","0","0","0","4086","0","0","4286","16","695","0","Microsoft-IIS/8.5"
"7886","4.052607774734497","19","0","0","164","38","0","0","0","18","97","0","1","19","5","5","0","Microsoft-IIS/7.5"
"7887","17.18894600868225","83","0","1","135","18","103","65","0","0","263","0","20","137","7","419","0",""
"7888","679.8670065402985","1205","369","1","15693","9700","0","578","767","0","10075","0","97","2459","1112","456","1","nginx"
"7890","59.39106774330139","77","0","0","6718","5207","0","0","0","11","626","0","19","364","10","12200","0","Apache/2.4.41 (Win64) OpenSSL/1.1.1c mod_jk/1.2.46"
"7891","69.39138674736023","53","0","1","510","228","223","16","0","0","940","0","0","53","284","1480","1","CloudFront"
"7892","4673.912879943848","5187","184","0","108401","74947","78","3492","7797","0","46874","0","112","7694","271","476","1","nginx"
"7894","632.0419809818268","571","44","1","22711","9497","414","1063","1323","0","4944","0","0","637","137","29","0","nginx"
"7895","3.785719156265259","15","0","0","157","0","0","0","0","0","24","4","0","15","23","0","0","Microsoft-IIS/10.0"
"7896","3330.830146074295","2899","4","1","23643","890","2923","19895","36716","0","48422","0","2823","10563","377","574","1","nginx"
"7898","72.59567546844482","41","0","1","503","400","9","36","18","0","1035","0","1","435","3","71","1","Apache/2"
"7899","2.0282235145568848","7","0","0","100","0","0","0","0","2","35","0","0","7","6","0","0","Apache"
"7900","119.05762052536011","208","1","1","2093","528","5","5","102","1","4046","0","303","488","63","6600000","0","nfront"
"7902","2166.2460708618164","843","0","1","43341","27224","551","1611","598","0","33558","0","1377","2925","2121","0","1","Apache"
"7904","525.146276473999","613","1","1","4178","1510","1152","1137","18","0","9645","0","23","2353","6990","842","1","Apache"
"7905","81.42744088172913","237","0","0","5152","29","0","2","0","0","853","0","99","285","118","339","0","nginx"
"7910","124.93242573738098","239","0","1","3659","395","203","811","10","0","3055","0","202","1354","327","32200","0","Microsoft-IIS/8.5"
"7911","309.6702525615692","144","1","0","17322","2957","0","0","0","0","3507","0","117","494","2419","175","0","Microsoft-IIS/7.5"
"7914","33.17225694656372","25","2","0","404","0","0","0","2","2","31","0","5","26","14","121","0","WWW Server/1.1"
"7915","7455.445716381073","167","1","1","919","71","64","102","762","0","4360","0","4","34","674","73","1","nginx"
"7917","9.577269077301025","5","0","0","20","15","0","6","6","0","0","0","0","5","6","185","0","Apache"
"7918","3.345907211303711","11","0","1","23","10","9","13","22","0","50","0","0","12","5","7","0","Microsoft-IIS/10.0"
"7919","62.908323764801025","51","0","1","129","0","102","0","177","0","750","0","0","51","80","1030","1","Apache"
"7921","349.95572805404663","475","4","1","1913","484","115","963","70","0","3758","0","15","1998","241","483","1","nginx"
"7923","113.49679446220398","164","0","1","656","101","612","591","247","0","6626","0","0","498","31","552","0","Apache"
"7924","225.19324707984924","364","19","1","2387","1493","229","916","889","0","2606","0","234","408","322","115","1","Microsoft-IIS/7.0"
"7926","1764.9670293331146","954","0","0","27234","806","798","26","12010","0","18867","0","989","2606","98","24200","1","Apache"
"7927","5482.440291643143","134","0","1","1181","573","104","149","0","0","5635","0","113","134","8","177","1","Pepyaka/1.19.10"
"7928","378.210417509079","374","0","1","13515","8556","355","497","148","0","12208","0","353","1610","107","1300","1","nginx"
"7929","4.110197067260742","6","0","1","10","1","1","0","3","0","34","0","0","6","22","6","0","Apache/2.0.64 (Unix) mod_ssl/2.0.64 OpenSSL/0.9.8e-fips-rhel5 PHP/5.2.15"
"7930","118.87554025650024","222","0","1","1551","945","266","632","110","0","3507","0","0","553","23","252","0","Apache/2.4.25 (Unix) OpenSSL/1.0.1e-fips PHP/5.6.13"
"7932","6800.102147817612","6366","5","0","99569","39389","69","4870","7865","0","99061","0","4239","9718","69","870","1","nginx"
"7933","12.1541428565979","49","0","0","408","0","0","0","0","0","48","2","0","49","10","189","0","Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/1.0.2k-fips DAV/2 PHP/5.2.17"
"7934","55.051838397979736","127","1","1","1079","983","52","319","62","0","1649","0","2","321","5","311","0","nginx"
"7939","3.5547797679901123","36","0","0","551","0","0","0","0","6","29","0","0","36","23","22","0","Apache"
"7940","452.39788150787354","523","1","1","5903","1499","422","1157","264","0","8507","0","11","1209","168","752","1","Apache"
"7941","8.984547138214111","45","0","0","478","44","1","1","0","0","538","0","41","47","17","130","1","nginx/1.10.2"
"7943","118.95395874977112","203","2","0","1676","0","0","0","0","1003","1242","0","0","255","4","72","0","nginx"
"7945","384.73012137413025","856","232","0","10802","5477","359","980","1117","0","8434","0","0","1979","1686","740","0","nginx"
"7946","230.5649437904358","550","115","0","11598","7452","294","575","981","0","3209","0","5","1004","400","52","0","nginx"
